id_linha,id_pedido,data_pedido,data_envio,modo_envio,id_cliente,nome_cliente,segmento,pais,cidade,estado,codigo_postal,regiao,id_produto,categoria,subcategoria,nome_produto,vendas,quantidade,desconto,lucro,dias_entrega,margem_lucro,ano_mes
3236,CA-2016-140746,2016-01-15,2016-01-15,Mesmo Dia,RC-19825,Roy Collins,Consumidor,United States,Fairfield,Connecticut,6824,Leste,FUR-TA-10002903,Móveis,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,0.3,-15.5826,0,-8.571428571428571,2016-01
3237,CA-2016-146836,2016-05-02,2016-05-02,Mesmo Dia,CC-12475,Cindy Chapman,Consumidor,United States,New York City,New York,10024,Leste,OFF-ST-10001580,Materiais de Escritório,Storage,Super Decoflex Portable Personal File,44.94,3,0.0,12.5832,0,28.000000000000004,2016-05
3238,CA-2016-146836,2016-05-02,2016-05-02,Mesmo Dia,CC-12475,Cindy Chapman,Consumidor,United States,New York City,New York,10024,Leste,OFF-BI-10000315,Materiais de Escritório,Binders,Poly Designer Cover & Back,45.576,3,0.2,15.9516,0,35.0,2016-05
3239,US-2016-127971,2016-11-20,2016-11-27,Classe Padrão,DW-13195,David Wiener,Corporativo,United States,Houston,Texas,77095,Central,FUR-CH-10003774,Móveis,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333,7,-24.285714285714285,2016-11
3240,US-2016-127971,2016-11-20,2016-11-27,Classe Padrão,DW-13195,David Wiener,Corporativo,United States,Houston,Texas,77095,Central,TEC-PH-10003095,Tecnologia,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,0.2,46.095,7,37.5,2016-11
3241,US-2016-127971,2016-11-20,2016-11-27,Classe Padrão,DW-13195,David Wiener,Corporativo,United States,Houston,Texas,77095,Central,FUR-FU-10000023,Móveis,Furnishings,Eldon Wave Desk Accessories,7.068,3,0.6,-2.8272,7,-40.0,2016-11
3242,US-2016-140809,2016-02-01,2016-02-03,Primeira Classe,CK-12760,Cyma Kinney,Corporativo,United States,Arlington,Virginia,22204,Sul,OFF-ST-10002214,Materiais de Escritório,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,14.677,2,25.999999999999996,2016-02
3243,CA-2017-114524,2017-03-31,2017-04-05,Segunda Classe,EG-13900,Emily Grady,Consumidor,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Materiais de Escritório,Binders,"SlimView Poly Binder, 3/8""",13.468,13,0.8,-22.8956,5,-170.00000000000003,2017-03
3244,CA-2017-113355,2017-12-01,2017-12-05,Classe Padrão,SJ-20215,Sarah Jordon,Consumidor,United States,Grand Prairie,Texas,75051,Central,TEC-PH-10004912,Tecnologia,Phones,Cisco SPA112 2 Port Phone Adapter,219.8,5,0.2,24.7275,4,11.249999999999998,2017-12
3245,CA-2017-113355,2017-12-01,2017-12-05,Classe Padrão,SJ-20215,Sarah Jordon,Consumidor,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10002602,Móveis,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,0.3,-18.1176,4,-5.714285714285714,2017-12
3246,US-2017-140907,2017-12-10,2017-12-12,Segunda Classe,BP-11185,Ben Peterman,Corporativo,United States,Seattle,Washington,98103,Oeste,TEC-AC-10004510,Tecnologia,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0.0,4.908,2,10.0,2017-12
3247,US-2017-140907,2017-12-10,2017-12-12,Segunda Classe,BP-11185,Ben Peterman,Corporativo,United States,Seattle,Washington,98103,Oeste,OFF-ST-10000060,Materiais de Escritório,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0.0,38.988,2,12.000000000000002,2017-12
3248,US-2017-140907,2017-12-10,2017-12-12,Segunda Classe,BP-11185,Ben Peterman,Corporativo,United States,Seattle,Washington,98103,Oeste,OFF-AR-10000799,Materiais de Escritório,Art,Col-Erase Pencils with Erasers,18.24,3,0.0,5.2896,2,29.000000000000004,2017-12
3249,CA-2016-159730,2016-09-17,2016-09-21,Classe Padrão,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,Oeste,FUR-CH-10004875,Móveis,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,4,8.75,2016-09
3250,CA-2016-159730,2016-09-17,2016-09-21,Classe Padrão,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,Oeste,TEC-PH-10002085,Tecnologia,Phones,Clarity 53712,105.584,2,0.2,7.9188,4,7.5,2016-09
3251,CA-2016-157868,2016-12-23,2016-12-29,Classe Padrão,MC-17590,Matt Collister,Corporativo,United States,Grand Rapids,Michigan,49505,Central,OFF-FA-10000992,Materiais de Escritório,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,7,0.0,11.6795,6,47.0,2016-12
3252,CA-2017-119389,2017-04-17,2017-04-19,Primeira Classe,BG-11740,Bruce Geld,Consumidor,United States,Philadelphia,Pennsylvania,19120,Leste,FUR-FU-10001473,Móveis,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,2,8.75,2017-04
3253,CA-2017-110373,2017-10-27,2017-10-30,Segunda Classe,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10003045,Materiais de Escritório,Art,Prang Colored Pencils,7.056,3,0.2,2.205,3,31.25,2017-10
3254,CA-2017-110373,2017-10-27,2017-10-30,Segunda Classe,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10001536,Tecnologia,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.184,2,0.2,2.0388,3,7.5,2017-10
3255,CA-2016-155474,2016-07-08,2016-07-14,Classe Padrão,CC-12220,Chris Cortes,Consumidor,United States,Seattle,Washington,98105,Oeste,TEC-PH-10001580,Tecnologia,Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.984,1,0.2,9.4486,6,8.75,2016-07
3256,CA-2016-155474,2016-07-08,2016-07-14,Classe Padrão,CC-12220,Chris Cortes,Consumidor,United States,Seattle,Washington,98105,Oeste,OFF-BI-10004209,Materiais de Escritório,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,6,31.25,2016-07
3257,CA-2015-155453,2015-08-09,2015-08-14,Classe Padrão,RA-19885,Ruben Ausman,Corporativo,United States,Jacksonville,Florida,32216,Sul,OFF-LA-10001613,Materiais de Escritório,Labels,Avery File Folder Labels,4.608,2,0.2,1.6704,5,36.25000000000001,2015-08
3258,US-2016-161844,2016-12-09,2016-12-14,Segunda Classe,DK-12835,Damala Kotsonis,Corporativo,United States,Franklin,Tennessee,37064,Sul,FUR-TA-10001676,Móveis,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238,5,-36.666666666666664,2016-12
3259,US-2016-161844,2016-12-09,2016-12-14,Segunda Classe,DK-12835,Damala Kotsonis,Corporativo,United States,Franklin,Tennessee,37064,Sul,OFF-BI-10003712,Materiais de Escritório,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622,5,-69.99999999999999,2016-12
3260,US-2016-162103,2016-11-13,2016-11-17,Classe Padrão,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Materiais de Escritório,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,0.8,-4.704,4,-149.99999999999997,2016-11
3261,CA-2014-151554,2014-11-14,2014-11-15,Primeira Classe,CM-11815,Candace McMahon,Corporativo,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,Materiais de Escritório,Paper,Xerox 221,20.736,4,0.2,7.2576,1,35.0,2014-11
3262,CA-2014-140662,2014-11-17,2014-11-19,Primeira Classe,TS-21205,Thomas Seio,Corporativo,United States,San Francisco,California,94109,Oeste,TEC-AC-10001314,Tecnologia,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,2,8.0,2014-11
3263,CA-2014-140662,2014-11-17,2014-11-19,Primeira Classe,TS-21205,Thomas Seio,Corporativo,United States,San Francisco,California,94109,Oeste,OFF-PA-10003395,Materiais de Escritório,Paper,Xerox 1941,733.95,7,0.0,352.296,2,48.0,2014-11
3264,CA-2014-140662,2014-11-17,2014-11-19,Primeira Classe,TS-21205,Thomas Seio,Corporativo,United States,San Francisco,California,94109,Oeste,OFF-AP-10001242,Materiais de Escritório,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0.0,72.432,2,30.0,2014-11
3265,CA-2016-122518,2016-03-04,2016-03-08,Segunda Classe,RF-19345,Randy Ferguson,Corporativo,United States,Miami,Florida,33180,Sul,OFF-LA-10001641,Materiais de Escritório,Labels,Avery 518,10.08,4,0.2,3.528,4,35.0,2016-03
3266,US-2014-126571,2014-10-11,2014-10-15,Classe Padrão,JF-15565,Jill Fjeld,Consumidor,United States,Philadelphia,Pennsylvania,19120,Leste,OFF-ST-10003816,Materiais de Escritório,Storage,Fellowes High-Stak Drawer Files,281.904,2,0.2,10.5714,4,3.7500000000000004,2014-10
3267,US-2014-126571,2014-10-11,2014-10-15,Classe Padrão,JF-15565,Jill Fjeld,Consumidor,United States,Philadelphia,Pennsylvania,19120,Leste,OFF-EN-10002230,Materiais de Escritório,Envelopes,Airmail Envelopes,201.432,3,0.2,67.9833,4,33.75,2014-10
3268,CA-2014-143840,2014-05-22,2014-05-29,Classe Padrão,EH-14185,Evan Henry,Consumidor,United States,Decatur,Alabama,35601,Sul,TEC-PH-10002660,Tecnologia,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0.0,33.995,7,25.0,2014-05
3269,CA-2014-143840,2014-05-22,2014-05-29,Classe Padrão,EH-14185,Evan Henry,Consumidor,United States,Decatur,Alabama,35601,Sul,TEC-PH-10003171,Tecnologia,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0.0,12.586,7,27.999999999999996,2014-05
3270,CA-2014-115980,2014-07-15,2014-07-19,Classe Padrão,VW-21775,Victoria Wilson,Corporativo,United States,Sioux Falls,South Dakota,57103,Central,TEC-AC-10003709,Tecnologia,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0.0,1.3068,4,43.99999999999999,2014-07
3271,CA-2014-115980,2014-07-15,2014-07-19,Classe Padrão,VW-21775,Victoria Wilson,Corporativo,United States,Sioux Falls,South Dakota,57103,Central,OFF-FA-10000304,Materiais de Escritório,Fasteners,Advantus Push Pins,6.54,3,0.0,2.6814,4,41.0,2014-07
3272,CA-2015-155145,2015-12-27,2015-12-29,Segunda Classe,KN-16450,Kean Nguyen,Corporativo,United States,Visalia,California,93277,Oeste,TEC-AC-10003709,Tecnologia,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,0.0,3.4848,2,44.0,2015-12
3273,CA-2015-146038,2015-02-09,2015-02-16,Classe Padrão,SJ-20215,Sarah Jordon,Consumidor,United States,Los Angeles,California,90049,Oeste,FUR-CH-10002774,Móveis,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.941,7,11.25,2015-02
3274,CA-2017-133865,2017-05-08,2017-05-12,Classe Padrão,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,Oeste,TEC-CO-10001046,Tecnologia,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985,4,31.249999999999993,2017-05
3275,CA-2017-116358,2017-11-02,2017-11-06,Classe Padrão,KM-16225,Kalyca Meade,Corporativo,United States,Overland Park,Kansas,66212,Central,OFF-FA-10003495,Materiais de Escritório,Fasteners,Staples,18.24,3,0.0,9.12,4,50.0,2017-11
3276,CA-2017-116358,2017-11-02,2017-11-06,Classe Padrão,KM-16225,Kalyca Meade,Corporativo,United States,Overland Park,Kansas,66212,Central,OFF-AR-10004685,Materiais de Escritório,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6,0.0,9.1674,4,33.0,2017-11
3277,CA-2014-102988,2014-04-05,2014-04-09,Segunda Classe,GM-14695,Greg Maxwell,Corporativo,United States,Alexandria,Virginia,22304,Sul,OFF-AR-10004757,Materiais de Escritório,Art,Crayola Colored Pencils,22.96,7,0.0,7.5768,4,33.0,2014-04
3278,CA-2014-102988,2014-04-05,2014-04-09,Segunda Classe,GM-14695,Greg Maxwell,Corporativo,United States,Alexandria,Virginia,22304,Sul,TEC-PH-10001615,Tecnologia,Phones,AT&T CL82213,28.99,1,0.0,8.4071,4,29.000000000000004,2014-04
3279,CA-2014-102988,2014-04-05,2014-04-09,Segunda Classe,GM-14695,Greg Maxwell,Corporativo,United States,Alexandria,Virginia,22304,Sul,OFF-PA-10003349,Materiais de Escritório,Paper,Xerox 1957,12.96,2,0.0,6.3504,4,48.99999999999999,2014-04
3280,CA-2014-102988,2014-04-05,2014-04-09,Segunda Classe,GM-14695,Greg Maxwell,Corporativo,United States,Alexandria,Virginia,22304,Sul,OFF-AR-10000127,Materiais de Escritório,Art,Newell 321,22.96,7,0.0,6.6584,4,28.999999999999996,2014-04
3281,CA-2014-102988,2014-04-05,2014-04-09,Segunda Classe,GM-14695,Greg Maxwell,Corporativo,United States,Alexandria,Virginia,22304,Sul,OFF-SU-10002881,Materiais de Escritório,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,4,2.0,2014-04
3282,US-2014-117170,2014-09-17,2014-09-24,Classe Padrão,KT-16465,Kean Takahito,Consumidor,United States,Raleigh,North Carolina,27604,Sul,TEC-AC-10001109,Tecnologia,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,7,27.500000000000004,2014-09
3283,US-2014-117170,2014-09-17,2014-09-24,Classe Padrão,KT-16465,Kean Takahito,Consumidor,United States,Raleigh,North Carolina,27604,Sul,OFF-PA-10000682,Materiais de Escritório,Paper,Xerox 1924,4.624,1,0.2,1.6762,7,36.25,2014-09
3284,CA-2014-159478,2014-09-30,2014-10-06,Classe Padrão,MH-17785,Maya Herman,Corporativo,United States,New York City,New York,10035,Leste,FUR-FU-10000221,Móveis,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.1816,6,34.0,2014-09
3285,CA-2014-103702,2014-09-12,2014-09-17,Classe Padrão,AF-10885,Art Foster,Consumidor,United States,Fairfield,Ohio,45014,Leste,OFF-BI-10002429,Materiais de Escritório,Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776,5,-73.33333333333334,2014-09
3286,CA-2017-150525,2017-02-20,2017-02-25,Classe Padrão,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AR-10002375,Materiais de Escritório,Art,Newell 351,6.56,2,0.0,1.9024,5,29.000000000000004,2017-02
3287,CA-2017-150525,2017-02-20,2017-02-25,Classe Padrão,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AP-10000595,Materiais de Escritório,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0.0,3.4086,5,26.0,2017-02
3288,CA-2015-157770,2015-12-13,2015-12-15,Primeira Classe,RD-19585,Rob Dowd,Consumidor,United States,Temecula,California,92592,Oeste,TEC-PH-10001530,Tecnologia,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376,2,10.0,2015-12
3289,CA-2015-157770,2015-12-13,2015-12-15,Primeira Classe,RD-19585,Rob Dowd,Consumidor,United States,Temecula,California,92592,Oeste,OFF-BI-10000050,Materiais de Escritório,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855,2,33.75,2015-12
3290,CA-2015-157770,2015-12-13,2015-12-15,Primeira Classe,RD-19585,Rob Dowd,Consumidor,United States,Temecula,California,92592,Oeste,TEC-AC-10001552,Tecnologia,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0.0,27.3735,2,11.0,2015-12
3291,CA-2015-157770,2015-12-13,2015-12-15,Primeira Classe,RD-19585,Rob Dowd,Consumidor,United States,Temecula,California,92592,Oeste,TEC-AC-10003399,Tecnologia,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208,2,42.0,2015-12
3292,CA-2016-167290,2016-10-30,2016-11-04,Classe Padrão,JF-15295,Jason Fortune-,Consumidor,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10004078,Materiais de Escritório,Art,Newell 312,11.68,2,0.0,3.504,5,30.0,2016-10
3293,CA-2014-106264,2014-12-26,2014-12-30,Classe Padrão,CK-12595,Clytie Kelty,Consumidor,United States,San Diego,California,92024,Oeste,OFF-SU-10002189,Materiais de Escritório,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.0,0.1191,4,1.0,2014-12
3294,CA-2014-106264,2014-12-26,2014-12-30,Classe Padrão,CK-12595,Clytie Kelty,Consumidor,United States,San Diego,California,92024,Oeste,FUR-FU-10001852,Móveis,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136,4,32.0,2014-12
3295,CA-2014-138023,2014-08-15,2014-08-18,Primeira Classe,KH-16510,Keith Herrera,Consumidor,United States,Dallas,Texas,75081,Central,OFF-BI-10003638,Materiais de Escritório,Binders,GBC Durable Plastic Covers,30.96,8,0.8,-52.632,3,-170.0,2014-08
3296,CA-2017-113418,2017-10-01,2017-10-03,Primeira Classe,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,Leste,TEC-MA-10002428,Tecnologia,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,0.0,767.2005,2,45.0,2017-10
3297,US-2015-110569,2015-05-23,2015-05-30,Classe Padrão,EB-13870,Emily Burns,Consumidor,United States,Phoenix,Arizona,85023,Oeste,OFF-BI-10001036,Materiais de Escritório,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796,7,-66.66666666666666,2015-05
3298,US-2015-110569,2015-05-23,2015-05-30,Classe Padrão,EB-13870,Emily Burns,Consumidor,United States,Phoenix,Arizona,85023,Oeste,OFF-AP-10004708,Materiais de Escritório,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,7,11.249999999999998,2015-05
3299,CA-2017-136308,2017-11-16,2017-11-16,Mesmo Dia,MW-18235,Mitch Willingham,Corporativo,United States,San Francisco,California,94122,Oeste,TEC-MA-10000488,Tecnologia,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,0,11.249999999999998,2017-11
3300,US-2014-159926,2014-11-18,2014-11-22,Classe Padrão,CS-11950,Carlos Soltero,Consumidor,United States,Philadelphia,Pennsylvania,19140,Leste,OFF-BI-10003656,Materiais de Escritório,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,0.7,-40.7976,4,-80.0,2014-11
3301,US-2014-159926,2014-11-18,2014-11-22,Classe Padrão,CS-11950,Carlos Soltero,Consumidor,United States,Philadelphia,Pennsylvania,19140,Leste,OFF-ST-10003656,Materiais de Escritório,Storage,Safco Industrial Wire Shelving,76.792,1,0.2,-16.3183,4,-21.25,2014-11
3302,US-2014-159926,2014-11-18,2014-11-22,Classe Padrão,CS-11950,Carlos Soltero,Consumidor,United States,Philadelphia,Pennsylvania,19140,Leste,TEC-PH-10001128,Tecnologia,Phones,Motorola Droid Maxx,539.964,6,0.4,-107.9928,4,-20.0,2014-11
3303,US-2014-159926,2014-11-18,2014-11-22,Classe Padrão,CS-11950,Carlos Soltero,Consumidor,United States,Philadelphia,Pennsylvania,19140,Leste,FUR-FU-10001473,Móveis,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,4,8.75,2014-11
3304,US-2014-159926,2014-11-18,2014-11-22,Classe Padrão,CS-11950,Carlos Soltero,Consumidor,United States,Philadelphia,Pennsylvania,19140,Leste,OFF-BI-10004656,Materiais de Escritório,Binders,Peel & Stick Add-On Corner Pockets,1.944,3,0.7,-1.4256,4,-73.33333333333334,2014-11
3305,CA-2014-104738,2014-12-30,2015-01-01,Segunda Classe,SP-20620,Stefania Perrino,Corporativo,United States,Laredo,Texas,78041,Central,OFF-EN-10004955,Materiais de Escritório,Envelopes,Fashion Color Clasp Envelopes,12.984,3,0.2,4.7067,2,36.25,2014-12
3306,CA-2014-104738,2014-12-30,2015-01-01,Segunda Classe,SP-20620,Stefania Perrino,Corporativo,United States,Laredo,Texas,78041,Central,TEC-PH-10002468,Tecnologia,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,2,0.2,19.0386,2,8.75,2014-12
3307,CA-2014-104738,2014-12-30,2015-01-01,Segunda Classe,SP-20620,Stefania Perrino,Corporativo,United States,Laredo,Texas,78041,Central,TEC-PH-10000576,Tecnologia,Phones,AT&T 1080 Corded phone,328.776,3,0.2,28.7679,2,8.75,2014-12
3308,CA-2014-104738,2014-12-30,2015-01-01,Segunda Classe,SP-20620,Stefania Perrino,Corporativo,United States,Laredo,Texas,78041,Central,OFF-BI-10002160,Materiais de Escritório,Binders,Acco Hanging Data Binders,2.286,3,0.8,-3.6576,2,-160.0,2014-12
3309,CA-2014-104738,2014-12-30,2015-01-01,Segunda Classe,SP-20620,Stefania Perrino,Corporativo,United States,Laredo,Texas,78041,Central,TEC-AC-10003628,Tecnologia,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,2,30.0,2014-12
3310,CA-2015-144386,2015-11-05,2015-11-11,Classe Padrão,GT-14635,Grant Thornton,Corporativo,United States,New York City,New York,10009,Leste,OFF-BI-10001116,Materiais de Escritório,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,0.2,8.8704,6,35.0,2015-11
3311,CA-2016-111416,2016-09-17,2016-09-22,Classe Padrão,LW-17215,Luke Weiss,Consumidor,United States,New York City,New York,10035,Leste,OFF-BI-10002026,Materiais de Escritório,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435,5,33.75,2016-09
3312,CA-2016-162747,2016-03-20,2016-03-25,Segunda Classe,AH-10030,Aaron Hawkins,Corporativo,United States,Gulfport,Mississippi,39503,Sul,FUR-FU-10003691,Móveis,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,0.0,38.038,5,43.99999999999999,2016-03
3313,US-2014-133130,2014-09-27,2014-10-01,Classe Padrão,TH-21100,Thea Hendricks,Consumidor,United States,San Diego,California,92037,Oeste,FUR-CH-10002602,Móveis,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,4,7.5,2014-09
3314,US-2014-133130,2014-09-27,2014-10-01,Classe Padrão,TH-21100,Thea Hendricks,Consumidor,United States,San Diego,California,92037,Oeste,OFF-PA-10000675,Materiais de Escritório,Paper,Xerox 1919,81.98,2,0.0,40.1702,4,49.0,2014-09
3315,CA-2017-169978,2017-12-24,2017-12-28,Classe Padrão,HG-15025,Hunter Glantz,Consumidor,United States,Oceanside,New York,11572,Leste,FUR-CH-10002602,Móveis,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2,0.1,48.3136,4,17.77777777777778,2017-12
3316,CA-2017-169978,2017-12-24,2017-12-28,Classe Padrão,HG-15025,Hunter Glantz,Consumidor,United States,Oceanside,New York,11572,Leste,OFF-BI-10001900,Materiais de Escritório,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376,3,0.2,4.8519,4,33.75,2017-12
3317,CA-2017-161739,2017-11-10,2017-11-15,Segunda Classe,EB-13750,Edward Becker,Corporativo,United States,Round Rock,Texas,78664,Central,FUR-FU-10001468,Móveis,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-427.45,5,-125.0,2017-11
3318,CA-2015-165057,2015-09-11,2015-09-15,Classe Padrão,SC-20725,Steven Cartwright,Consumidor,United States,Redlands,California,92374,Oeste,OFF-AR-10004648,Materiais de Escritório,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,0.0,48.9645,4,27.0,2015-09
3319,CA-2015-165057,2015-09-11,2015-09-15,Classe Padrão,SC-20725,Steven Cartwright,Consumidor,United States,Redlands,California,92374,Oeste,OFF-LA-10003190,Materiais de Escritório,Labels,Avery 474,8.64,3,0.0,4.2336,4,49.0,2015-09
3320,CA-2014-134551,2014-12-20,2014-12-25,Classe Padrão,TS-21505,Tony Sayre,Consumidor,United States,Columbia,Tennessee,38401,Sul,OFF-AP-10004868,Materiais de Escritório,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,7,0.2,3.8073,5,8.75,2014-12
3321,CA-2014-134551,2014-12-20,2014-12-25,Classe Padrão,TS-21505,Tony Sayre,Consumidor,United States,Columbia,Tennessee,38401,Sul,FUR-CH-10004287,Móveis,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,5,11.25,2014-12
3322,CA-2014-134551,2014-12-20,2014-12-25,Classe Padrão,TS-21505,Tony Sayre,Consumidor,United States,Columbia,Tennessee,38401,Sul,OFF-PA-10002689,Materiais de Escritório,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5,0.2,9.072,5,34.99999999999999,2014-12
3323,CA-2015-120810,2015-07-23,2015-07-27,Classe Padrão,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,Leste,OFF-AP-10002892,Materiais de Escritório,Appliances,Belkin F5C206VTEL 6 Outlet Surge,68.94,3,0.0,20.682,4,30.0,2015-07
3324,CA-2015-120810,2015-07-23,2015-07-27,Classe Padrão,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,Leste,FUR-FU-10002253,Móveis,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,0.0,50.2398,4,39.0,2015-07
3325,CA-2014-165309,2014-11-11,2014-11-15,Classe Padrão,KD-16270,Karen Daniels,Consumidor,United States,Houston,Texas,77095,Central,OFF-BI-10001359,Materiais de Escritório,Binders,GBC DocuBind TL300 Electric Binding System,896.99,5,0.8,-1480.0335,4,-165.0,2014-11
3326,CA-2014-165309,2014-11-11,2014-11-15,Classe Padrão,KD-16270,Karen Daniels,Consumidor,United States,Houston,Texas,77095,Central,OFF-BI-10001267,Materiais de Escritório,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234,1,0.8,-1.9744,4,-160.0,2014-11
3327,CA-2014-165309,2014-11-11,2014-11-15,Classe Padrão,KD-16270,Karen Daniels,Consumidor,United States,Houston,Texas,77095,Central,OFF-AR-10003582,Materiais de Escritório,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",67.56,3,0.2,6.756,4,10.0,2014-11
3328,CA-2014-165309,2014-11-11,2014-11-15,Classe Padrão,KD-16270,Karen Daniels,Consumidor,United States,Houston,Texas,77095,Central,OFF-PA-10003724,Materiais de Escritório,Paper,"Wirebound Message Book, 4 per Page",21.72,5,0.2,7.8735,4,36.25,2014-11
3329,CA-2014-165309,2014-11-11,2014-11-15,Classe Padrão,KD-16270,Karen Daniels,Consumidor,United States,Houston,Texas,77095,Central,OFF-PA-10001033,Materiais de Escritório,Paper,Xerox 1893,262.336,8,0.2,95.0968,4,36.25,2014-11
3330,CA-2014-165309,2014-11-11,2014-11-15,Classe Padrão,KD-16270,Karen Daniels,Consumidor,United States,Houston,Texas,77095,Central,TEC-PH-10003505,Tecnologia,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,4,11.250000000000002,2014-11
3331,CA-2014-165309,2014-11-11,2014-11-15,Classe Padrão,KD-16270,Karen Daniels,Consumidor,United States,Houston,Texas,77095,Central,TEC-PH-10004959,Tecnologia,Phones,Classic Ivory Antique Telephone ZL1810,241.176,3,0.2,15.0735,4,6.25,2014-11
